vID,sID,week,dateIN-OUT,temp,invasion,block,cageID,rep,PAL-M,PAL-F,RUB-M,RUB-F,BIR-M,PST-M,PAN-M,unID-F,Asobara,Diapriid,all-F
740,S1.5,E19.2,,CTRL,INVAS,B2,C-19,B,13,19,0,0,0,7,1,8,39,3,NA
741,S1.5,E19.2,,CTRL,INVAS,B2,C-19,C,25,33,0,0,0,6,0,4,55,2,NA
742,S1.5,E19.2,,HW,CLOSED,B2,C-20,A,1,1,4,2,0,0,0,0,70,1,NA
743,S1.5,E19.2,,HW,CLOSED,B2,C-20,B,5,0,0,0,0,0,0,1,87,0,NA
744,S1.5,E19.2,,HW,CLOSED,B2,C-20,C,5,6,0,0,0,1,0,0,86,0,NA
745,S1.5,E19.2,,HW,INVAS,B2,C-21,A,35,23,0,0,0,0,2,4,8,0,NA
746,S1.5,E19.2,,HW,INVAS,B2,C-21,B,12,21,0,0,1,0,2,1,56,0,NA
747,S1.5,E19.2,,HW,INVAS,B2,C-21,C,22,28,0,0,0,0,1,0,21,0,NA
748,S1.5,E19.2,,WARM,CLOSED,B2,C-22,A,2,1,0,0,0,2,0,0,51,0,NA
749,S1.5,E19.2,,WARM,CLOSED,B2,C-22,B,1,5,0,1,0,6,0,6,98,1,NA
750,S1.5,E19.2,,WARM,CLOSED,B2,C-22,C,2,1,1,0,0,3,0,9,79,1,NA
751,S1.5,E19.2,,CTRL,CLOSED,B2,C-23,A,32,32,1,0,0,1,0,6,55,2,NA
752,S1.5,E19.2,,CTRL,CLOSED,B2,C-23,B,10,8,2,2,0,6,0,11,74,1,NA
753,S1.5,E19.2,,CTRL,CLOSED,B2,C-23,C,16,23,0,1,0,5,0,7,62,0,NA
754,S1.5,E19.2,,CTRL,INVAS,B2,C-24,A,18,16,1,0,0,3,0,7,67,1,NA
755,S1.5,E19.2,,CTRL,INVAS,B2,C-24,B,21,27,2,0,0,8,2,10,75,0,NA
756,S1.5,E19.2,,CTRL,INVAS,B2,C-24,C,8,20,0,0,0,9,0,11,45,2,NA
757,S1.5,E19.2,,WARM,INVAS,B2,C-25,A,1,4,0,1,0,3,3,0,51,2,NA
758,S1.5,E19.2,,WARM,INVAS,B2,C-25,B,5,2,0,1,0,3,1,1,64,2,NA
759,S1.5,E19.2,,WARM,INVAS,B2,C-25,C,12,2,0,0,0,0,1,1,52,0,NA
760,S1.5,E19.2,,WARM,CLOSED,B2,C-26,A,1,5,6,2,0,0,0,1,79,1,NA
761,S1.5,E19.2,,WARM,CLOSED,B2,C-26,B,0,0,4,4,0,1,0,2,56,0,NA
762,S1.5,E19.2,,WARM,CLOSED,B2,C-26,C,1,5,0,0,0,0,0,0,65,0,NA
763,S1.5,E19.2,,CTRL,CLOSED,B2,C-27,A,7,9,1,0,0,11,0,10,88,0,NA
764,S1.5,E19.2,,CTRL,CLOSED,B2,C-27,B,11,6,1,2,0,6,0,13,87,0,NA
765,S1.5,E19.2,,CTRL,CLOSED,B2,C-27,C,5,17,3,3,0,11,0,5,99,1,NA
766,S1.5,E19.2,,WARM,INVAS,B2,C-28,A,21,27,0,0,0,0,0,2,21,2,NA
767,S1.5,E19.2,,WARM,INVAS,B2,C-28,B,20,29,0,0,0,1,1,5,33,0,NA
768,S1.5,E19.2,,WARM,INVAS,B2,C-28,C,19,17,1,0,0,0,1,3,35,2,NA
769,S1.5,E19.2,,HW,CLOSED,B2,C-29,A,4,4,0,0,0,0,0,0,52,1,NA
770,S1.5,E19.2,,HW,CLOSED,B2,C-29,B,1,3,0,0,0,0,0,0,63,1,NA
771,S1.5,E19.2,,HW,CLOSED,B2,C-29,C,1,1,0,0,0,0,0,1,55,0,NA
772,S1.5,E19.2,,HW,INVAS,B2,C-30,A,14,12,1,3,0,0,2,4,48,1,NA
773,S1.5,E19.2,,HW,INVAS,B2,C-30,B,19,15,1,0,0,0,1,0,30,0,NA
774,S1.5,E19.2,,HW,INVAS,B2,C-30,C,34,39,0,0,0,0,1,0,52,1,NA
775,S1.6,E22.2,,CTRL,INVAS,B2,C-19,A,27,45,1,5,0,1,3,5,50,2,NA
776,S1.6,E22.2,,CTRL,INVAS,B2,C-19,B,46,37,0,0,0,3,0,7,35,2,NA
777,S1.6,E22.2,,CTRL,INVAS,B2,C-19,C,35,41,1,0,0,3,1,15,54,2,NA
778,S1.6,E22.2,,HW,CLOSED,B2,C-20,A,8,14,0,1,0,0,0,0,61,0,NA
779,S1.6,E22.2,,HW,CLOSED,B2,C-20,B,9,5,1,0,0,0,0,0,64,0,NA
780,S1.6,E22.2,,HW,CLOSED,B2,C-20,C,25,20,0,0,0,0,0,0,25,0,NA
781,S1.6,E22.2,,HW,INVAS,B2,C-21,A,25,29,0,0,0,0,0,0,10,1,NA
782,S1.6,E22.2,,HW,INVAS,B2,C-21,B,32,39,0,0,0,0,2,5,18,0,NA
783,S1.6,E22.2,,HW,INVAS,B2,C-21,C,30,43,0,0,0,0,8,13,12,0,NA
784,S1.6,E22.2,,WARM,CLOSED,B2,C-22,A,13,9,0,0,0,8,0,6,94,3,NA
785,S1.6,E22.2,,WARM,CLOSED,B2,C-22,B,17,14,0,0,0,9,0,5,61,3,NA
786,S1.6,E22.2,,WARM,CLOSED,B2,C-22,C,6,7,1,0,1,3,0,1,48,4,NA
787,S1.6,E22.2,,CTRL,CLOSED,B2,C-23,A,34,47,0,0,0,5,0,12,89,0,NA
788,S1.6,E22.2,,CTRL,CLOSED,B2,C-23,B,24,33,1,1,0,6,0,9,55,0,NA
789,S1.6,E22.2,,CTRL,CLOSED,B2,C-23,C,43,39,0,0,0,18,0,11,53,2,NA
790,S1.6,E22.2,,CTRL,INVAS,B2,C-24,A,33,26,1,1,0,14,1,13,56,1,NA
791,S1.6,E22.2,,CTRL,INVAS,B2,C-24,B,26,31,0,0,0,7,5,11,70,0,NA
792,S1.6,E22.2,,CTRL,INVAS,B2,C-24,C,40,41,0,0,0,3,1,7,74,3,NA
793,S1.6,E22.2,,WARM,INVAS,B2,C-25,A,3,3,0,0,0,0,0,1,59,0,NA
794,S1.6,E22.2,,WARM,INVAS,B2,C-25,B,5,9,0,1,0,6,2,5,89,1,NA
795,S1.6,E22.2,,WARM,INVAS,B2,C-25,C,12,6,0,0,0,0,2,0,96,1,NA
796,S1.6,E22.2,,WARM,CLOSED,B2,C-26,A,24,19,0,0,1,8,0,9,23,11,NA
797,S1.6,E22.2,,WARM,CLOSED,B2,C-26,B,10,8,0,0,0,4,0,5,97,1,NA
798,S1.6,E22.2,,WARM,CLOSED,B2,C-26,C,4,4,0,1,0,12,0,10,44,2,NA
799,S1.6,E22.2,,CTRL,CLOSED,B2,C-27,A,5,7,0,0,0,4,0,4,110,4,NA
800,S1.6,E22.2,,CTRL,CLOSED,B2,C-27,B,2,7,1,1,0,3,0,2,94,3,NA
801,S1.6,E22.2,,CTRL,CLOSED,B2,C-27,C,44,38,0,0,0,7,0,5,77,0,NA
802,S1.6,E22.2,,WARM,INVAS,B2,C-28,A,32,37,0,0,0,1,0,3,40,1,NA
803,S1.6,E22.2,,WARM,INVAS,B2,C-28,B,27,32,0,0,0,0,0,2,19,0,NA
804,S1.6,E22.2,,WARM,INVAS,B2,C-28,C,33,32,0,0,0,0,0,3,31,1,NA
805,S1.6,E22.2,,HW,CLOSED,B2,C-29,A,23,16,0,0,0,0,0,0,47,0,NA
806,S1.6,E22.2,,HW,CLOSED,B2,C-29,B,8,11,0,0,0,0,0,0,85,0,NA
807,S1.6,E22.2,,HW,CLOSED,B2,C-29,C,8,18,0,0,0,0,0,0,70,0,NA
808,S1.6,E22.2,,HW,INVAS,B2,C-30,A,13,21,0,0,0,0,2,3,47,0,NA
809,S1.6,E22.2,,HW,INVAS,B2,C-30,B,21,33,1,0,0,0,5,8,21,1,NA
810,S1.6,E22.2,,HW,INVAS,B2,C-30,C,35,35,0,0,0,0,1,1,33,0,NA
